FrameSync,DateTime (UTC+00:00),Temperature (Celsius),Oxygen (mg/L),pH (pH),Chlorophyll (ug/l),Turbidity (NTU),Chlorophyll StdDev (ug/l),Turbidity StdDev (NTU),Salinity (psu),Spec Conductivity (uS/cm),Oxygen Sat (%),Date,Time (UTC+00:00),Event Flags
HCEP03730292,10/28/2020 19:00,15.3302,8.169,8.09,5.557,0.815,0.39,0.03,30.8331,47854.1,98.52, 28 Oct 2020, 19:00:00,0
HCEP03730292,10/28/2020 19:15,15.3514,8.111,8.09,4.575,0.748,0.24,0.03,30.8522,47878.8,97.88, 28 Oct 2020, 19:15:00,0
HCEP03730292,10/28/2020 19:30,15.3559,8.094,8.08,4.596,0.774,0.1,0.05,30.8631,47893.7,97.68, 28 Oct 2020, 19:30:00,0
HCEP03730292,10/28/2020 19:45,15.3526,8.123,8.09,5.082,0.746,0.12,0.03,30.8776,47914.1,98.03, 28 Oct 2020, 19:45:00,0
HCEP03730292,10/28/2020 20:00,15.3669,8.118,8.08,4.558,0.796,0.13,0.02,30.8914,47932,98.01, 28 Oct 2020, 20:00:00,0
HCEP03730292,10/28/2020 20:15,15.3786,8.078,8.08,4.345,0.761,0.14,0.04,30.8918,47931.6,97.56, 28 Oct 2020, 20:15:00,0
HCEP03730292,10/28/2020 20:30,15.3742,8.055,8.08,4.183,0.776,0.12,0.02,30.8837,47920.6,97.26, 28 Oct 2020, 20:30:00,0
HCEP03730292,10/28/2020 20:45,15.3781,8.055,8.07,3.795,0.742,0.11,0.06,30.8774,47911.6,97.27, 28 Oct 2020, 20:45:00,0
HCEP03730292,10/28/2020 21:00,15.3811,8.023,8.07,3.733,0.782,0.11,0.03,30.8761,47909.5,96.88, 28 Oct 2020, 21:00:00,0
HCEP03730292,10/28/2020 21:15,15.3729,8.018,8.07,3.688,0.721,0.16,0.02,30.8801,47915.8,96.82, 28 Oct 2020, 21:15:00,0
HCEP03730292,10/28/2020 21:30,15.3629,8.005,8.07,3.194,0.772,0.14,0.03,30.8868,47926.1,96.63, 28 Oct 2020, 21:30:00,0
HCEP03730292,10/28/2020 21:45,15.3733,7.994,8.06,3.186,0.733,0.12,0.02,30.8954,47937.1,96.53, 28 Oct 2020, 21:45:00,0
HCEP03730292,10/28/2020 22:00,15.362,7.982,8.06,3.177,0.788,0.16,0.03,30.8992,47943.3,96.37, 28 Oct 2020, 22:00:00,0
HCEP03730292,10/28/2020 22:15,15.3564,7.97,8.06,3.129,0.732,0.15,0.03,30.902,47947.8,96.21, 28 Oct 2020, 22:15:00,0
HCEP03730292,10/28/2020 22:30,15.3569,7.96,8.06,2.861,0.781,0.11,0.03,30.9097,47958.5,96.1, 28 Oct 2020, 22:30:00,0
HCEP03730292,10/28/2020 22:45,15.3393,7.937,8.06,2.845,0.727,0.12,0.04,30.9053,47954,95.79, 28 Oct 2020, 22:45:00,0
HCEP03730292,10/28/2020 23:00,15.3415,7.935,8.05,2.758,0.785,0.16,0.04,30.9018,47949,95.76, 28 Oct 2020, 23:00:00,0
HCEP03730292,10/28/2020 23:15,15.3346,7.939,8.05,2.769,0.727,0.13,0.02,30.9,47947.1,95.79, 28 Oct 2020, 23:15:00,0
HCEP03730292,10/28/2020 23:30,15.3246,7.948,8.05,2.646,0.773,0.1,0.02,30.89,47934,95.88, 28 Oct 2020, 23:30:00,0
HCEP03730292,10/28/2020 23:45,15.2993,7.961,8.05,2.923,0.726,0.1,0.02,30.8736,47913.5,95.98, 28 Oct 2020, 23:45:00,0
HCEP03730292,10/29/2020 0:00,15.295,7.964,8.05,2.941,0.78,0.1,0.04,30.8492,47879.9,95.99, 29 Oct 2020, 00:00:00,0
HCEP03730292,10/29/2020 0:15,15.252,7.965,8.05,2.783,0.736,0.1,0.02,30.8067,47824.5,95.89, 29 Oct 2020, 00:15:00,0
HCEP03730292,10/29/2020 0:30,15.2701,7.924,8.04,2.588,0.786,0.08,0.02,30.8031,47817.9,95.43, 29 Oct 2020, 00:30:00,0
HCEP03730292,10/29/2020 0:45,15.2728,7.902,8.04,2.507,0.746,0.07,0.02,30.8109,47828.5,95.18, 29 Oct 2020, 00:45:00,0
HCEP03730292,10/29/2020 1:00,15.242,7.892,8.04,2.433,0.798,0.12,0.02,30.791,47803.7,94.98, 29 Oct 2020, 01:00:00,0
HCEP03730292,10/29/2020 1:15,15.2468,7.906,8.04,2.767,0.744,0.08,0.03,30.8171,47839.5,95.19, 29 Oct 2020, 01:15:00,0
HCEP03730292,10/29/2020 1:30,15.2635,7.905,8.04,2.53,0.762,0.1,0.03,30.8242,47847.9,95.2, 29 Oct 2020, 01:30:00,0
HCEP03730292,10/29/2020 1:45,15.2755,7.886,8.04,2.576,0.682,0.09,0.01,30.82,47840.9,95, 29 Oct 2020, 01:45:00,0
HCEP03730292,10/29/2020 2:00,15.2655,7.898,8.04,2.681,0.718,0.07,0.01,30.8418,47872.2,95.14, 29 Oct 2020, 02:00:00,0
HCEP03730292,10/29/2020 2:15,15.2824,7.851,8.04,2.312,0.653,0.07,0.02,30.8586,47894.2,94.61, 29 Oct 2020, 02:15:00,0
HCEP03730292,10/29/2020 2:30,15.3013,7.799,8.03,2.238,0.685,0.07,0.02,30.8489,47878.9,94.01, 29 Oct 2020, 02:30:00,0
HCEP03730292,10/29/2020 2:45,15.2572,7.784,8.03,2.219,0.624,0.07,0.01,30.8057,47822.8,93.73, 29 Oct 2020, 02:45:00,0
HCEP03730292,10/29/2020 3:00,15.0569,7.813,8.02,2.01,0.635,0.08,0.01,30.6665,47647.2,93.65, 29 Oct 2020, 03:00:00,0
HCEP03730292,10/29/2020 3:15,15.0362,7.806,8.02,2,0.584,0.06,0.01,30.6041,47562,93.46, 29 Oct 2020, 03:15:00,0
HCEP03730292,10/29/2020 3:30,15.0883,7.789,8.02,1.983,0.64,0.07,0.01,30.6613,47637,93.38, 29 Oct 2020, 03:30:00,0
HCEP03730292,10/29/2020 3:45,15.1131,7.779,8.02,1.997,0.609,0.08,0.01,30.6763,47655.6,93.32, 29 Oct 2020, 03:45:00,0
HCEP03730292,10/29/2020 4:00,15.1265,7.777,8.02,2.144,0.669,0.09,0.02,30.6819,47662.2,93.32, 29 Oct 2020, 04:00:00,0
HCEP03730292,10/29/2020 4:15,15.1494,7.766,8.02,2.348,0.643,0.13,0.02,30.6956,47679.1,93.24, 29 Oct 2020, 04:15:00,0
HCEP03730292,10/29/2020 4:30,15.1592,7.753,8.01,2.297,0.693,0.11,0.03,30.6988,47682.7,93.12, 29 Oct 2020, 04:30:00,0
HCEP03730292,10/29/2020 4:45,15.1227,7.747,8.01,2.201,0.64,0.12,0.01,30.6989,47686.2,92.97, 29 Oct 2020, 04:45:00,0
HCEP03730292,10/29/2020 5:00,15.1267,7.746,8.01,2.258,0.681,0.12,0.03,30.7029,47691.4,92.97, 29 Oct 2020, 05:00:00,0
HCEP03730292,10/29/2020 5:15,15.0442,7.756,8.01,2.285,0.646,0.12,0.03,30.6811,47668.9,92.93, 29 Oct 2020, 05:15:00,0
HCEP03730292,10/29/2020 5:30,15.0926,7.76,8.01,2.195,0.675,0.11,0.01,30.7107,47705.6,93.07, 29 Oct 2020, 05:30:00,0
HCEP03730292,10/29/2020 5:45,15.0914,7.757,8.01,2.25,0.642,0.08,0.02,30.7236,47723.7,93.05, 29 Oct 2020, 05:45:00,0
HCEP03730292,10/29/2020 6:00,15.0908,7.753,8.01,2.108,0.685,0.09,0.03,30.7298,47732.4,93, 29 Oct 2020, 06:00:00,0
HCEP03730292,10/29/2020 6:15,15.0988,7.753,8.01,2.107,0.628,0.11,0.02,30.7353,47739.4,93.01, 29 Oct 2020, 06:15:00,0
HCEP03730292,10/29/2020 6:30,15.0653,7.756,8.01,2.073,0.668,0.1,0.02,30.7358,47743.2,92.99, 29 Oct 2020, 06:30:00,0
HCEP03730292,10/29/2020 6:45,15.0646,7.757,8.01,2.029,0.625,0.1,0.02,30.7461,47757.6,93.01, 29 Oct 2020, 06:45:00,0
HCEP03730292,10/29/2020 7:00,15.0632,7.765,8.01,1.936,0.661,0.07,0.01,30.7563,47772,93.1, 29 Oct 2020, 07:00:00,0
HCEP03730292,10/29/2020 7:15,15.0564,7.762,8.01,2.087,0.628,0.12,0.02,30.763,47782,93.06, 29 Oct 2020, 07:15:00,0
HCEP03730292,10/29/2020 7:30,15.0539,7.762,8.01,2.149,0.666,0.18,0.03,30.7648,47784.8,93.06, 29 Oct 2020, 07:30:00,0
HCEP03730292,10/29/2020 7:45,15.0501,7.758,8.01,2.226,0.668,0.16,0.07,30.7673,47788.6,93.01, 29 Oct 2020, 07:45:00,0
HCEP03730292,10/29/2020 8:00,15.0188,7.766,8.02,2.095,0.674,0.13,0.02,30.7834,47814.2,93.05, 29 Oct 2020, 08:00:00,0
HCEP03730292,10/29/2020 8:15,15.0691,7.772,8.02,2.418,0.671,0.16,0.04,30.8256,47868.2,93.24, 29 Oct 2020, 08:15:00,0
HCEP03730292,10/29/2020 8:30,14.9883,7.793,8.02,2.233,0.707,0.14,0.06,30.8096,47853.6,93.34, 29 Oct 2020, 08:30:00,0
HCEP03730292,10/29/2020 8:45,14.951,7.8,8.02,2.284,0.661,0.1,0.02,30.8183,47869.3,93.36, 29 Oct 2020, 08:45:00,0
HCEP03730292,10/29/2020 9:00,14.9561,7.804,8.02,2.321,0.7,0.11,0.04,30.8322,47888.2,93.42, 29 Oct 2020, 09:00:00,0
HCEP03730292,10/29/2020 9:15,14.9916,7.804,8.02,2.625,0.71,0.14,0.06,30.9016,47981.6,93.53, 29 Oct 2020, 09:15:00,0
HCEP03730292,10/29/2020 9:30,15.0219,7.796,8.02,2.465,0.744,0.18,0.06,30.8593,47919.7,93.46, 29 Oct 2020, 09:30:00,0
HCEP03730292,10/29/2020 9:45,14.9554,7.796,8.02,2.364,0.67,0.09,0.03,30.8417,47901.6,93.33, 29 Oct 2020, 09:45:00,0
HCEP03730292,10/29/2020 10:00,15.1176,7.788,8.02,2.774,0.772,0.22,0.05,30.9082,47978.8,93.58, 29 Oct 2020, 10:00:00,0
HCEP03730292,10/29/2020 10:15,15.0898,7.8,8.02,2.64,0.728,0.24,0.03,30.9098,47983.7,93.67, 29 Oct 2020, 10:15:00,0
HCEP03730292,10/29/2020 10:30,15.1066,7.771,8.02,2.357,0.789,0.13,0.03,30.9218,47998.9,93.35, 29 Oct 2020, 10:30:00,0
HCEP03730292,10/29/2020 10:45,15.0921,7.757,8.01,2.313,0.79,0.12,0.22,30.9139,47989.2,93.16, 29 Oct 2020, 10:45:00,0
HCEP03730292,10/29/2020 11:00,15.0915,7.754,8.01,2.296,0.778,0.12,0.03,30.9255,48005.4,93.12, 29 Oct 2020, 11:00:00,0
HCEP03730292,10/29/2020 11:15,15.0923,7.738,8.01,2.155,0.774,0.07,0.04,30.9418,48028.1,92.95, 29 Oct 2020, 11:15:00,0
HCEP03730292,10/29/2020 11:30,15.1525,7.706,8.01,2.321,0.809,0.16,0.04,30.9641,48053.5,92.68, 29 Oct 2020, 11:30:00,0
HCEP03730292,10/29/2020 11:45,14.9428,7.733,8.01,2.296,0.704,0.2,0.02,30.856,47922.8,92.56, 29 Oct 2020, 11:45:00,0
HCEP03730292,10/29/2020 12:00,14.9422,7.777,8.01,2.224,0.738,0.09,0.02,30.8456,47908.4,93.08, 29 Oct 2020, 12:00:00,0
HCEP03730292,10/29/2020 12:15,14.9275,7.783,8.01,2.365,0.69,0.07,0.02,30.8265,47883.1,93.11, 29 Oct 2020, 12:15:00,0
HCEP03730292,10/29/2020 12:30,14.9428,7.784,8.01,2.45,0.727,0.12,0.04,30.8242,47878.4,93.15, 29 Oct 2020, 12:30:00,0
HCEP03730292,10/29/2020 12:45,14.8856,7.795,8.01,2.357,0.638,0.06,0.02,30.7618,47796.9,93.14, 29 Oct 2020, 12:45:00,0
HCEP03730292,10/29/2020 13:00,14.883,7.79,8.01,2.554,0.688,0.1,0.04,30.7421,47769.6,93.06, 29 Oct 2020, 13:00:00,0
HCEP03730292,10/29/2020 13:15,14.9378,7.777,8.01,2.797,0.664,0.06,0.08,30.7649,47796.1,93.02, 29 Oct 2020, 13:15:00,0
HCEP03730292,10/29/2020 13:30,14.8986,7.79,8.01,3.061,0.692,0.15,0.03,30.758,47790.3,93.11, 29 Oct 2020, 13:30:00,0
HCEP03730292,10/29/2020 13:45,14.8253,7.813,8.01,3.234,0.678,0.09,0.04,30.7198,47744,93.22, 29 Oct 2020, 13:45:00,0
HCEP03730292,10/29/2020 14:00,14.7886,7.811,8.01,3.049,0.677,0.11,0.04,30.617,47604,93.06, 29 Oct 2020, 14:00:00,0
HCEP03730292,10/29/2020 14:15,14.6651,7.832,8.01,3.387,0.659,0.1,0.02,30.5213,47482.3,93.04, 29 Oct 2020, 14:15:00,0
HCEP03730292,10/29/2020 14:30,14.7637,7.81,8,3.347,0.723,0.09,0.19,30.5935,47573.6,92.99, 29 Oct 2020, 14:30:00,0
HCEP03730292,10/29/2020 14:45,14.7629,7.818,8,3.628,0.643,0.06,0.03,30.5719,47543.4,93.07, 29 Oct 2020, 14:45:00,0
HCEP03730292,10/29/2020 15:00,14.7813,7.828,8.01,3.328,0.707,0.16,0.05,30.5959,47575.2,93.25, 29 Oct 2020, 15:00:00,0
HCEP03730292,10/29/2020 15:15,14.8232,7.823,8,3.103,0.649,0.11,0.04,30.6241,47610.6,93.27, 29 Oct 2020, 15:15:00,0
HCEP03730292,10/29/2020 15:30,14.8978,7.771,8,3.35,0.744,0.08,0.02,30.6408,47626.6,92.8, 29 Oct 2020, 15:30:00,0
HCEP03730292,10/29/2020 15:45,14.9592,7.711,8,3.153,0.716,0.08,0.02,30.6704,47662,92.21, 29 Oct 2020, 15:45:00,0
HCEP03730292,10/29/2020 16:00,15.0159,7.68,8,2.421,0.734,0.08,0.02,30.7001,47698.1,91.96, 29 Oct 2020, 16:00:00,0
HCEP03730292,10/29/2020 16:15,15.0584,7.649,8,2.817,0.839,0.08,0.09,30.7357,47743.7,91.69, 29 Oct 2020, 16:15:00,0
HCEP03730292,10/29/2020 16:30,15.0838,7.612,8,2.646,0.865,0.1,0.03,30.7436,47752.3,91.3, 29 Oct 2020, 16:30:00,0
HCEP03730292,10/29/2020 16:45,15.061,7.626,8,2.745,0.848,0.1,0.08,30.7399,47749.4,91.43, 29 Oct 2020, 16:45:00,0
HCEP03730292,10/29/2020 17:00,14.9747,7.677,8.01,3.714,0.836,0.16,0.03,30.7027,47705.7,91.86, 29 Oct 2020, 17:00:00,0
HCEP03730292,10/29/2020 17:15,14.8068,7.807,8.01,4.814,0.77,0.25,0.03,30.619,47605,93.07, 29 Oct 2020, 17:15:00,0
HCEP03730292,10/29/2020 17:30,14.8738,7.868,8.02,4.36,0.804,0.18,0.06,30.6765,47678.8,93.96, 29 Oct 2020, 17:30:00,0
HCEP03730292,10/29/2020 17:45,14.7718,7.989,8.03,4.973,0.793,0.49,0.04,30.6102,47596.2,95.16, 29 Oct 2020, 17:45:00,0
HCEP03730292,10/29/2020 18:00,14.7375,8.014,8.03,5.45,0.818,0.28,0.04,30.6214,47615.2,95.41, 29 Oct 2020, 18:00:00,0
HCEP03730292,10/29/2020 18:15,14.8217,8.001,8.03,4.437,0.762,0.2,0.11,30.6652,47668.1,95.43, 29 Oct 2020, 18:15:00,0
HCEP03730292,10/29/2020 18:30,14.8158,7.971,8.03,3.755,0.726,0.15,0.02,30.672,47678.2,95.07, 29 Oct 2020, 18:30:00,0
HCEP03730292,10/29/2020 18:45,14.8632,7.957,8.03,3.344,0.648,0.25,0.03,30.7034,47717.5,94.99, 29 Oct 2020, 18:45:00,0
HCEP03730292,10/29/2020 19:00,14.8327,7.967,8.03,3.444,0.709,0.11,0.02,30.6777,47684.5,95.05, 29 Oct 2020, 19:00:00,0
HCEP03730292,10/29/2020 19:15,14.864,7.974,8.03,3.458,0.694,0.14,0.04,30.7015,47714.7,95.21, 29 Oct 2020, 19:15:00,0
HCEP03730292,10/29/2020 19:30,14.9271,7.942,8.03,3.293,0.748,0.13,0.05,30.7659,47798.5,94.98, 29 Oct 2020, 19:30:00,0
HCEP03730292,10/29/2020 19:45,14.975,7.885,8.02,2.853,0.715,0.12,0.05,30.7911,47829.1,94.4, 29 Oct 2020, 19:45:00,0
HCEP03730292,10/29/2020 20:00,14.9961,7.859,8.02,2.487,0.75,0.06,0.01,30.8162,47862.1,94.14, 29 Oct 2020, 20:00:00,0
HCEP03730292,10/29/2020 20:15,15.0342,7.81,8.02,2.248,0.723,0.07,0.01,30.8544,47911.8,93.65, 29 Oct 2020, 20:15:00,0
HCEP03730292,10/29/2020 20:30,15.0812,7.757,8.01,2.081,0.775,0.1,0.02,30.8813,47944.7,93.12, 29 Oct 2020, 20:30:00,0
HCEP03730292,10/29/2020 20:45,15.0806,7.748,8.01,2.011,0.75,0.07,0.02,30.8995,47970.3,93.01, 29 Oct 2020, 20:45:00,0
HCEP03730292,10/29/2020 21:00,15.1206,7.723,8.01,1.822,0.837,0.07,0.03,30.9259,48003.3,92.8, 29 Oct 2020, 21:00:00,0
HCEP03730292,10/29/2020 21:15,15.117,7.72,8.01,1.905,0.818,0.08,0.02,30.9378,48020.2,92.78, 29 Oct 2020, 21:15:00,0
HCEP03730292,10/29/2020 21:30,15.0939,7.719,8.01,1.868,0.905,0.06,0.04,30.9403,48025.8,92.72, 29 Oct 2020, 21:30:00,0
HCEP03730292,10/29/2020 21:45,15.1315,7.695,8.01,1.799,0.952,0.07,0.03,30.9577,48046.5,92.51, 29 Oct 2020, 21:45:00,0
HCEP03730292,10/29/2020 22:00,15.0818,7.705,8.01,1.792,0.962,0.06,0.04,30.9415,48028.7,92.53, 29 Oct 2020, 22:00:00,0
HCEP03730292,10/29/2020 22:15,15.0923,7.678,8,1.665,0.949,0.08,0.04,30.9578,48050.5,92.23, 29 Oct 2020, 22:15:00,0
HCEP03730292,10/29/2020 22:30,15.1028,7.634,8,1.577,1.073,0.07,0.02,30.9811,48081.9,91.74, 29 Oct 2020, 22:30:00,0
HCEP03730292,10/29/2020 22:45,15.1051,7.641,8,1.589,0.997,0.05,0.03,30.9789,48078.6,91.81, 29 Oct 2020, 22:45:00,0
HCEP03730292,10/29/2020 23:00,15.0687,7.656,8,1.527,0.965,0.07,0.03,30.9705,48070.4,91.93, 29 Oct 2020, 23:00:00,0
HCEP03730292,10/29/2020 23:15,15.0983,7.628,8,1.506,1.033,0.07,0.04,30.99,48094.8,91.66, 29 Oct 2020, 23:15:00,0
HCEP03730292,10/29/2020 23:30,15.0999,7.609,8,1.439,1.089,0.05,0.03,30.9929,48098.7,91.44, 29 Oct 2020, 23:30:00,0
HCEP03730292,10/29/2020 23:45,15.0771,7.62,8,1.465,1.049,0.06,0.02,30.9904,48097.4,91.53, 29 Oct 2020, 23:45:00,0
HCEP03730292,10/30/2020 0:00,15.0787,7.622,8,1.386,1.102,0.03,0.05,30.9926,48100.2,91.55, 30 Oct 2020, 00:00:00,0
HCEP03730292,10/30/2020 0:15,15.058,7.633,8,1.524,1.097,0.07,0.03,30.9832,48089.2,91.64, 30 Oct 2020, 00:15:00,0
HCEP03730292,10/30/2020 0:30,15.0331,7.628,8,1.448,1.266,0.05,0.06,30.9738,48078.5,91.53, 30 Oct 2020, 00:30:00,0
HCEP03730292,10/30/2020 0:45,15.063,7.621,8,1.42,1.324,0.04,0.03,30.9776,48080.8,91.5, 30 Oct 2020, 00:45:00,0
HCEP03730292,10/30/2020 1:00,15.0771,7.606,8,1.349,1.428,0.05,0.05,30.9707,48069.9,91.34, 30 Oct 2020, 01:00:00,0
HCEP03730292,10/30/2020 1:15,15.0609,7.64,8,1.501,1.425,0.06,0.05,30.9595,48055.9,91.72, 30 Oct 2020, 01:15:00,0
HCEP03730292,10/30/2020 1:30,15.0409,7.662,8,1.532,1.537,0.07,0.05,30.9441,48036.2,91.94, 30 Oct 2020, 01:30:00,0
HCEP03730292,10/30/2020 1:45,15.0548,7.659,8,1.563,1.375,0.06,0.03,30.9468,48038.7,91.93, 30 Oct 2020, 01:45:00,0
HCEP03730292,10/30/2020 2:00,15.0453,7.668,8.01,1.56,1.519,0.07,0.04,30.9439,48035.5,92.02, 30 Oct 2020, 02:00:00,0
HCEP03730292,10/30/2020 2:15,15.0657,7.656,8.01,1.626,1.46,0.05,0.04,30.9713,48071.8,91.93, 30 Oct 2020, 02:15:00,0
HCEP03730292,10/30/2020 2:30,15.0749,7.646,8.01,1.618,1.641,0.06,0.06,30.9933,48101.6,91.84, 30 Oct 2020, 02:30:00,0
HCEP03730292,10/30/2020 2:45,15.1051,7.625,8.01,1.597,1.444,0.08,0.04,31.019,48134.5,91.65, 30 Oct 2020, 02:45:00,0
HCEP03730292,10/30/2020 3:00,15.1036,7.605,8.01,1.493,1.6,0.06,0.04,31.011,48123.5,91.41, 30 Oct 2020, 03:00:00,0
HCEP03730292,10/30/2020 3:15,15.0891,7.545,8.01,1.448,1.337,0.04,0.03,30.988,48092.8,90.65, 30 Oct 2020, 03:15:00,0
HCEP03730292,10/30/2020 3:30,15.1076,7.497,8,1.405,1.673,0.07,0.04,30.9685,48063.9,90.09, 30 Oct 2020, 03:30:00,0
HCEP03730292,10/30/2020 3:45,15.1044,7.477,8,1.434,1.704,0.04,0.03,30.9525,48041.8,89.84, 30 Oct 2020, 03:45:00,0
HCEP03730292,10/30/2020 4:00,15.0577,7.52,8,1.506,1.753,0.06,0.04,30.9424,48032.3,90.27, 30 Oct 2020, 04:00:00,0
HCEP03730292,10/30/2020 4:15,15.0256,7.575,8,1.598,1.661,0.06,0.04,30.9302,48018.3,90.86, 30 Oct 2020, 04:15:00,0
HCEP03730292,10/30/2020 4:30,14.9942,7.599,8,1.569,1.645,0.06,0.04,30.919,48005.7,91.09, 30 Oct 2020, 04:30:00,0
HCEP03730292,10/30/2020 4:45,15.0002,7.588,8,1.601,1.64,0.07,0.03,30.9245,48012.8,90.97, 30 Oct 2020, 04:45:00,0
HCEP03730292,10/30/2020 5:00,14.9966,7.587,8,1.506,1.617,0.06,0.07,30.9311,48022.3,90.95, 30 Oct 2020, 05:00:00,0
HCEP03730292,10/30/2020 5:15,15.0369,7.529,8,1.488,1.626,0.06,0.04,30.9491,48043.6,90.34, 30 Oct 2020, 05:15:00,0
HCEP03730292,10/30/2020 5:30,15.0292,7.514,8,1.366,1.627,0.06,0.05,30.9639,48065,90.16, 30 Oct 2020, 05:30:00,0
HCEP03730292,10/30/2020 5:45,14.992,7.536,8,1.433,1.495,0.06,0.03,30.9672,48073.1,90.35, 30 Oct 2020, 05:45:00,0
HCEP03730292,10/30/2020 6:00,14.9633,7.616,8.01,1.473,1.658,0.06,0.05,30.9802,48094.1,91.27, 30 Oct 2020, 06:00:00,0
HCEP03730292,10/30/2020 6:15,14.9396,7.667,8.01,1.608,1.621,0.05,0.04,31.0025,48127.5,91.85, 30 Oct 2020, 06:15:00,0
HCEP03730292,10/30/2020 6:30,14.9662,7.669,8.02,1.648,1.796,0.05,0.04,31.0345,48169.6,91.93, 30 Oct 2020, 06:30:00,0
HCEP03730292,10/30/2020 6:45,14.9551,7.681,8.02,1.751,1.799,0.05,0.04,31.0368,48173.9,92.06, 30 Oct 2020, 06:45:00,0
HCEP03730292,10/30/2020 7:00,14.9596,7.68,8.02,1.74,1.831,0.04,0.03,31.0545,48198.1,92.06, 30 Oct 2020, 07:00:00,0
HCEP03730292,10/30/2020 7:15,14.9462,7.707,8.03,1.802,1.717,0.06,0.04,31.0751,48228.1,92.38, 30 Oct 2020, 07:15:00,0
HCEP03730292,10/30/2020 7:30,14.9369,7.711,8.03,1.79,1.816,0.06,0.04,31.078,48233.2,92.4, 30 Oct 2020, 07:30:00,0
HCEP03730292,10/30/2020 7:45,14.9274,7.717,8.03,1.805,1.667,0.06,0.03,31.0891,48249.5,92.47, 30 Oct 2020, 07:45:00,0
HCEP03730292,10/30/2020 8:00,14.8926,7.741,8.03,1.77,1.598,0.06,0.05,31.0913,48256.1,92.69, 30 Oct 2020, 08:00:00,0
HCEP03730292,10/30/2020 8:15,14.8977,7.739,8.03,1.817,1.571,0.06,0.04,31.0945,48259.9,92.68, 30 Oct 2020, 08:15:00,0
HCEP03730292,10/30/2020 8:30,14.8751,7.742,8.03,1.771,1.57,0.06,0.03,31.0897,48255.4,92.67, 30 Oct 2020, 08:30:00,0
HCEP03730292,10/30/2020 8:45,14.8693,7.746,8.03,1.81,1.517,0.05,0.02,31.0879,48253.5,92.71, 30 Oct 2020, 08:45:00,0
HCEP03730292,10/30/2020 9:00,14.8572,7.753,8.03,1.776,1.548,0.07,0.03,31.0827,48247.5,92.76, 30 Oct 2020, 09:00:00,0
HCEP03730292,10/30/2020 9:15,14.8479,7.747,8.03,1.795,1.51,0.06,0.04,31.0796,48244.1,92.67, 30 Oct 2020, 09:15:00,0
HCEP03730292,10/30/2020 9:30,14.836,7.754,8.03,1.775,1.51,0.07,0.03,31.0888,48258.1,92.75, 30 Oct 2020, 09:30:00,0
HCEP03730292,10/30/2020 9:45,14.7951,7.769,8.03,1.86,1.451,0.05,0.04,31.0931,48268.2,92.85, 30 Oct 2020, 09:45:00,0
HCEP03730292,10/30/2020 10:00,14.7741,7.774,8.03,1.849,1.443,0.05,0.03,31.0808,48253.1,92.86, 30 Oct 2020, 10:00:00,0
HCEP03730292,10/30/2020 10:15,14.723,7.78,8.03,1.789,1.534,0.06,0.03,30.9959,48139.8,92.79, 30 Oct 2020, 10:15:00,0
HCEP03730292,10/30/2020 10:30,14.7521,7.729,8.01,1.391,1.923,0.07,0.04,30.9399,48058.7,92.2, 30 Oct 2020, 10:30:00,0
HCEP03730292,10/30/2020 10:45,14.745,7.705,8,1.187,1.595,0.03,0.05,30.9789,48113.8,91.93, 30 Oct 2020, 10:45:00,0
HCEP03730292,10/30/2020 11:00,14.7701,7.69,8,1.19,1.788,0.04,0.07,30.9715,48101,91.78, 30 Oct 2020, 11:00:00,0
HCEP03730292,10/30/2020 11:15,14.7284,7.708,8,1.292,1.767,0.05,0.05,30.9564,48084.1,91.92, 30 Oct 2020, 11:15:00,0
HCEP03730292,10/30/2020 11:30,14.7063,7.726,8,1.333,1.847,0.06,0.04,30.9368,48059,92.08, 30 Oct 2020, 11:30:00,0
HCEP03730292,10/30/2020 11:45,14.6894,7.738,8,1.437,1.829,0.05,0.05,30.929,48049.8,92.18, 30 Oct 2020, 11:45:00,0
HCEP03730292,10/30/2020 12:00,14.6701,7.749,8.01,1.321,1.847,0.05,0.03,30.9283,48050.8,92.28, 30 Oct 2020, 12:00:00,0
HCEP03730292,10/30/2020 12:15,14.6692,7.75,8,1.4,1.834,0.05,0.04,30.9291,48051.9,92.29, 30 Oct 2020, 12:15:00,0
HCEP03730292,10/30/2020 12:30,14.6482,7.747,8,1.281,1.875,0.05,0.03,30.9309,48056.6,92.22, 30 Oct 2020, 12:30:00,0
HCEP03730292,10/30/2020 12:45,14.6386,7.741,8,1.284,1.829,0.04,0.05,30.9394,48069.4,92.14, 30 Oct 2020, 12:45:00,0
HCEP03730292,10/30/2020 13:00,14.63,7.727,8,1.092,1.552,0.08,0.07,30.9905,48141.7,91.97, 30 Oct 2020, 13:00:00,0
HCEP03730292,10/30/2020 13:15,14.5983,7.737,8,1.188,1.718,0.04,0.08,30.9658,48110.4,92.02, 30 Oct 2020, 13:15:00,0
HCEP03730292,10/30/2020 13:30,14.5659,7.734,8.01,1.373,2.072,0.06,0.05,30.8893,48006.9,91.89, 30 Oct 2020, 13:30:00,0
HCEP03730292,10/30/2020 13:45,14.5429,7.685,8,1.694,2.439,0.08,0.09,30.7845,47862.7,91.21, 30 Oct 2020, 13:45:00,0
